date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-08-08 07:41:11,CoinDesk,,6,48,73,"Blockchain Startup Havven to Launch Stablecoin on EOS This Year http://bit.ly/2KC8Xem pic.twitter.com/uG0slRvhcn",,,,1027097376388009984,https://twitter.com/CoinDesk/status/1027097376388009984
2018-08-01 12:55:11,CoinDesk,,4,33,54,"The EOS #blockchain finally launched after raising over $4bn in a year long ICO, but not everything was smooth sailing. Find out more in Coindesk’s Q2 State of Blockchain report. #cryptocurrency #crypto #blockchaintechnology #blockchainnewspic.twitter.com/Aq1b3K4a92",,,#blockchain #cryptocurrency #crypto #blockchaintechnology #blockchainnewspic,1024639681676357633,https://twitter.com/CoinDesk/status/1024639681676357633
2018-07-16 16:12:23,CoinDesk,,8,48,97,"Peter Thiel, Bitmain Co-Founder Invest in EOS Developer http://Block.one http://bit.ly/2Lkr3WJ pic.twitter.com/xszcqnUoQI",,,,1018891100780720129,https://twitter.com/CoinDesk/status/1018891100780720129
2018-07-09 13:23:27,CoinDesk,,10,36,63,"http://Block.One Is Taking a Bigger Role With EOS (And That's a Big Deal) http://bit.ly/2zo61l9 pic.twitter.com/xkYqd0Fr9W",,,,1016311873904496640,https://twitter.com/CoinDesk/status/1016311873904496640
2018-07-05 18:49:21,CoinDesk,,3,34,40,"EOS Designer Appoints Former Jefferies Asia CEO to Lead VC Arm http://bit.ly/2IW4fXQ pic.twitter.com/FwvEyfUv0R",,,,1014944338453979136,https://twitter.com/CoinDesk/status/1014944338453979136
2018-06-28 17:46:20,CoinDesk,,9,40,75,"http://Block.one Wants to Rewrite the Entire EOS Constitution http://bit.ly/2N6o4Pv pic.twitter.com/tCwCCMOQEw",,,,1012391762042769409,https://twitter.com/CoinDesk/status/1012391762042769409
2018-06-27 17:32:55,CoinDesk,,4,31,42,"Dan Larimer: EOS Arbitrator 'Damage to Community' Worse Than Thefts http://bit.ly/2Kpvagc pic.twitter.com/bXlQ27sNcZ",,,,1012025999519895561,https://twitter.com/CoinDesk/status/1012025999519895561
2018-06-27 09:07:11,CoinDesk,,1,36,50,"The EOS Arbitrator Problem: A Crypto Governance Breakdown Explained http://bit.ly/2KoEL6S pic.twitter.com/jKZoEgOPYd",,,,1011898727999688706,https://twitter.com/CoinDesk/status/1011898727999688706
2018-06-25 14:46:20,CoinDesk,,31,52,93,"China's Crypto Ratings Index Puts EOS in Top Slot, Drops Bitcoin http://bit.ly/2tAyw8Z pic.twitter.com/6xGCRiMMTQ",,,,1011259303045541888,https://twitter.com/CoinDesk/status/1011259303045541888
2018-06-22 22:19:03,CoinDesk,,15,41,51,"EOS' Blockchain Arbitrator Orders Freeze of 27 Accounts http://bit.ly/2tjnJ3w pic.twitter.com/7nLgv8UuYY",,,,1010286069395415040,https://twitter.com/CoinDesk/status/1010286069395415040
2018-06-20 08:02:07,CoinDesk,,45,98,178,"EOS Locked 7 Accounts and It Has Implications for Everyone in Crypto http://bit.ly/2JQqILs pic.twitter.com/Wbj6v6xESX",,,,1009345639438831616,https://twitter.com/CoinDesk/status/1009345639438831616
2018-06-18 22:02:08,CoinDesk,,6,26,32,"Cold Reception? Crypto Critics Ignite After EOS Blockchain 'Freeze' http://bit.ly/2t7Bliy pic.twitter.com/fRfUpOLaHv",,,,1008832259519139842,https://twitter.com/CoinDesk/status/1008832259519139842
2018-06-16 12:21:57,CoinDesk,,12,42,71,"EOS May Be Live But the Debate with Crypto Critics Continues http://bit.ly/2JRjGlz pic.twitter.com/1ro1zcg4ic",,,,1007961476324298753,https://twitter.com/CoinDesk/status/1007961476324298753
2018-06-14 18:15:25,CoinDesk,,2,7,22,"4/ All tokens on EOS are staked as the protocol goes lives. Holders who want to sell need to unstake their tokens. It takes 72 hours for unstaking to complete.",,,,1007325653157507072,https://twitter.com/CoinDesk/status/1007325653157507072
